Logging overview + all games to file
Deck used: "boros_burn"
Overview of games:
 GameNum      Turns     Creatures    Oneshots    MissedLands 
Drew Goblin Guide
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Arid Mesa
Hand:
	 Plateau
	 Lightning Helix
	 Skewer the Critics
	 Lightning Bolt
	 Goblin Guide
	 Ghitu Lavarunner
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 13

Turn 2) 
Drew Arid Mesa
Hand:
	 Plateau
	 Lightning Helix
	 Lightning Bolt
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 2, searching for Plateau
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Lava Spike
Hand:
	 Plateau
	 Lightning Helix
	 Mountain
	 Lava Spike
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 3 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: -1
WON ON TURN 3


===========================================================================
					   GAME 802 won in 4 turns
Creatures played: 2
Oneshots played:  2
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Lightning Helix
Drew Lightning Helix
Drew Lightning Bolt
Drew Monastery Swiftspear
Drew Mountain
Drew Arid Mesa

Turn 1) 
Drew Searing Blaze
Hand:
	 Plateau
	 Lightning Helix
	 Lightning Helix
	 Lightning Bolt
	 Monastery Swiftspear
	 Mountain
	 Arid Mesa
	 Searing Blaze
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Monastery Swiftspear
Hand:
	 Plateau
	 Lightning Helix
	 Lightning Helix
	 Mountain
	 Searing Blaze
	 Monastery Swiftspear
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Monastery Swiftspear, Monastery Swiftspear
		Enemy life: 8

Turn 3) 
Drew Arid Mesa
Hand:
	 Lightning Helix
	 Lightning Helix
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 2, searching for Plateau
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 4 with Monastery Swiftspear, Monastery Swiftspear
		Enemy life: 4

Turn 4) 
Drew Mountain
Hand:
	 Lightning Helix
	 Lightning Helix
	 Mountain
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 3 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 4 with Monastery Swiftspear, Monastery Swiftspear
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 803 won in 4 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Plateau
Drew Searing Blaze
Drew Rift Bolt
Drew Ghitu Lavarunner
Drew Arid Mesa
Drew Searing Blaze

Turn 1) 
Drew Lightning Helix
Hand:
	 Mountain
	 Plateau
	 Searing Blaze
	 Rift Bolt
	 Ghitu Lavarunner
	 Arid Mesa
	 Searing Blaze
	 Lightning Helix
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 18

Turn 2) 
Drew Goblin Guide
Hand:
	 Mountain
	 Plateau
	 Searing Blaze
	 Rift Bolt
	 Searing Blaze
	 Lightning Helix
	 Goblin Guide
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 11

Turn 3) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Rift Bolt
	 Searing Blaze
	 Lightning Helix
	 Lightning Bolt
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 4

Turn 4) 
Drew Skullcrack
Hand:
	 Searing Blaze
	 Lightning Helix
	 Lightning Bolt
	 Skullcrack
No lands in hand, skipping playLand step
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: -3
WON ON TURN 4


===========================================================================
					   GAME 804 won in 4 turns
Creatures played: 1
Oneshots played:  5
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Boros Charm
Drew Searing Blaze
Drew Skewer the Critics
Drew Lava Spike
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Boros Charm
Hand:
	 Mountain
	 Boros Charm
	 Searing Blaze
	 Skewer the Critics
	 Lava Spike
	 Ghitu Lavarunner
	 Mountain
	 Boros Charm
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Skewer the Critics
Hand:
	 Boros Charm
	 Searing Blaze
	 Lava Spike
	 Mountain
	 Boros Charm
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 0 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 0 duals, 2 mountains, 0 plains
			tapped 0 duals, 2 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Lightning Bolt
Hand:
	 Boros Charm
	 Lava Spike
	 Boros Charm
	 Skewer the Critics
	 Lightning Bolt
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 0 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 2 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
  Trying to cast Skewer the Critics
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 2

Turn 4) 
Drew Plains
Hand:
	 Boros Charm
	 Boros Charm
	 Lightning Bolt
	 Plains
No mountains in hand, trying plains
	--> Plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 0 duals, 2 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
WON ON TURN 4


===========================================================================
					   GAME 805 won in 3 turns
Creatures played: 3
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Skullcrack
Drew Lava Spike
Drew Monastery Swiftspear
Drew Plains
Drew Mountain
Drew Arid Mesa

Turn 1) 
Drew Boros Charm
Hand:
	 Plateau
	 Skullcrack
	 Lava Spike
	 Monastery Swiftspear
	 Plains
	 Mountain
	 Arid Mesa
	 Boros Charm
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 15

Turn 2) 
Drew Ghitu Lavarunner
Hand:
	 Plateau
	 Skullcrack
	 Plains
	 Mountain
	 Boros Charm
	 Ghitu Lavarunner
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 8

Turn 3) 
Drew Goblin Guide
Hand:
	 Plains
	 Mountain
	 Boros Charm
	 Goblin Guide
No plains out, trying plains
	--> Plains
  Trying to cast Goblin Guide
			cost is R, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
	Combat: 6 with Goblin Guide, Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: -2
WON ON TURN 3


===========================================================================
					   GAME 806 won in 4 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Mountain
Drew Plateau
Drew Skullcrack
Drew Rift Bolt
Drew Rift Bolt
Drew Goblin Guide

Turn 1) 
Drew Ghitu Lavarunner
Hand:
	 Mountain
	 Mountain
	 Plateau
	 Skullcrack
	 Rift Bolt
	 Rift Bolt
	 Goblin Guide
	 Ghitu Lavarunner
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
no oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 16

Turn 2) 
Drew Plains
Hand:
	 Mountain
	 Mountain
	 Skullcrack
	 Rift Bolt
	 Rift Bolt
	 Plains
No plains out, trying plains
	--> Plains
  Trying to cast Skullcrack
			cost is 1R, with untapped: 1 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
no oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 9

Turn 3) 
Drew Lightning Helix
Hand:
	 Mountain
	 Mountain
	 Skullcrack
	 Rift Bolt
	 Lightning Helix
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Skullcrack
			cost is 1R, with untapped: 1 duals, 1 mountains, 1 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
no oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 2

Turn 4) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Rift Bolt
	 Lightning Helix
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 2 mountains, 1 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
WON ON TURN 4


===========================================================================
					   GAME 807 won in 3 turns
Creatures played: 3
Oneshots played:  2
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Mountain
Drew Searing Blaze
Drew Rift Bolt
Drew Goblin Guide
Drew Monastery Swiftspear
Drew Ghitu Lavarunner

Turn 1) 
Drew Mountain
Hand:
	 Mountain
	 Mountain
	 Searing Blaze
	 Rift Bolt
	 Goblin Guide
	 Monastery Swiftspear
	 Ghitu Lavarunner
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Goblin Guide
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 0 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Ghitu Lavarunner
no oneshot played
	Combat: 6 with Ghitu Lavarunner, Monastery Swiftspear, Goblin Guide
		Enemy life: 14

Turn 2) 
Drew Arid Mesa
Hand:
	 Mountain
	 Searing Blaze
	 Rift Bolt
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 6 with Goblin Guide, Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 5

Turn 3) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Rift Bolt
	 Mountain
	 Lightning Bolt
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 6 with Monastery Swiftspear, Goblin Guide, Ghitu Lavarunner
		Enemy life: -4
WON ON TURN 3


===========================================================================
					   GAME 808 won in 6 turns
Creatures played: 2
Oneshots played:  6
Missed total land drops: 3
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Arid Mesa
Drew Searing Blaze
Drew Lightning Helix
Drew Skewer the Critics
Drew Lava Spike
Drew Plateau

Turn 1) 
Drew Boros Charm
Hand:
	 Mountain
	 Arid Mesa
	 Searing Blaze
	 Lightning Helix
	 Skewer the Critics
	 Lava Spike
	 Plateau
	 Boros Charm
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
		Enemy life: 17

Turn 2) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Searing Blaze
	 Lightning Helix
	 Lava Spike
	 Plateau
	 Boros Charm
	 Lightning Bolt
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
		Enemy life: 14

Turn 3) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Lightning Helix
	 Lava Spike
	 Boros Charm
	 Lightning Bolt
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
		Enemy life: 11

Turn 4) 
Drew Skullcrack
Hand:
	 Lightning Helix
	 Boros Charm
	 Lightning Bolt
	 Skewer the Critics
	 Skullcrack
No lands in hand, skipping playLand step
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
		Enemy life: 8

Turn 5) 
Drew Goblin Guide
Hand:
	 Lightning Helix
	 Boros Charm
	 Skewer the Critics
	 Skullcrack
	 Goblin Guide
No lands in hand, skipping playLand step
  Trying to cast Goblin Guide
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Goblin Guide
		Enemy life: 3

Turn 6) 
Drew Monastery Swiftspear
Hand:
	 Lightning Helix
	 Boros Charm
	 Skullcrack
	 Monastery Swiftspear
No lands in hand, skipping playLand step
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
WON ON TURN 6


===========================================================================
					   GAME 809 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plateau
Drew Boros Charm
Drew Rift Bolt
Drew Lava Spike
Drew Ghitu Lavarunner
Drew Plains
Drew Arid Mesa

Turn 1) 
Drew Arid Mesa
Hand:
	 Plateau
	 Boros Charm
	 Rift Bolt
	 Lava Spike
	 Ghitu Lavarunner
	 Plains
	 Arid Mesa
	 Arid Mesa
Fetches in hand: 2, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Plateau
Hand:
	 Plateau
	 Boros Charm
	 Rift Bolt
	 Plains
	 Arid Mesa
	 Plateau
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 1, searching for Plateau
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Skewer the Critics
Hand:
	 Plateau
	 Boros Charm
	 Plains
	 Plateau
	 Skewer the Critics
Duals in hand: 2, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 3 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Lava Spike
Hand:
	 Boros Charm
	 Plains
	 Plateau
	 Lava Spike
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 4 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 4 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 810 won in 3 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Arid Mesa
Drew Skewer the Critics
Drew Lava Spike
Drew Goblin Guide
Drew Ghitu Lavarunner
Drew Plateau
Drew Skullcrack

Turn 1) 
Drew Lightning Helix
Hand:
	 Arid Mesa
	 Skewer the Critics
	 Lava Spike
	 Goblin Guide
	 Ghitu Lavarunner
	 Plateau
	 Skullcrack
	 Lightning Helix
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 13

Turn 2) 
Drew Skullcrack
Hand:
	 Lava Spike
	 Plateau
	 Skullcrack
	 Lightning Helix
	 Skullcrack
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Mountain
Hand:
	 Skullcrack
	 Lightning Helix
	 Skullcrack
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: -1
WON ON TURN 3


===========================================================================
					   GAME 811 won in 4 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Mountain
Drew Plateau
Drew Boros Charm
Drew Skewer the Critics
Drew Lava Spike
Drew Ghitu Lavarunner

Turn 1) 
Drew Arid Mesa
Hand:
	 Mountain
	 Mountain
	 Plateau
	 Boros Charm
	 Skewer the Critics
	 Lava Spike
	 Ghitu Lavarunner
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Mountain
	 Plateau
	 Boros Charm
	 Lava Spike
	 Lightning Bolt
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Plateau
Hand:
	 Mountain
	 Mountain
	 Boros Charm
	 Lightning Bolt
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
